decision_id	packet_id	packet_item_id	comparison_id	comparison_row_sha256	reviewer_a_review_id	reviewer_a_row_sha256	reviewer_b_review_id	reviewer_b_row_sha256	parent_dual_review_manifest_sha256	packet_manifest_sha256	batch_id	screen_id	gene_symbol	disposition	validation_event_id	validation_event_row_sha256	followup_roster_status	adjudicator_name	adjudicator_id	adjudicator_affiliation	adjudicated_date	source_evidence_reviewed_attested	independent_human_decision_attested	reviewer_identity_independence_attested	model_outputs_unseen_attested	no_automated_label_assignment_attested	conflict_of_interest_declared	conflict_of_interest_notes	evidence_source_locator	decision_rationale
orcs-2.0.18-batch-001-adjudication-v1:item:f4212351cac8931b30206cca8ddf3d8d6b0a028b364a8cac93271e40c1ea91cf:decision:v1	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001-adjudication-v1:item:f4212351cac8931b30206cca8ddf3d8d6b0a028b364a8cac93271e40c1ea91cf	orcs-2.0.18-batch-001:review-comparison:sha256:8f78ef326ad0d2707f6a37e005d6e8340b3d072c6ebceca2a4e905602325b68b	f39339347bb4600f3cd9d0f9a0a3d46c92b42a07ea4187fc0018668cbfca75e8	orcs:2.0.18:full-text-review:screen:2169:v1	3ca690cf61a8ba6080b7a4705b4946249ee5df646e2f6acf53bc34f76350b1f3	orcs:2.0.18:full-text-review:screen:2169:v2	35f03e308502644b8d21653b1ea9244b61267df02578d8ca6ee87d259f4ba570	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8		orcs-2.0.18-batch-001	orcs:2.0.18:screen:2169	PBRM1																	
orcs-2.0.18-batch-001-adjudication-v1:item:b022afc748219acf7d9494c61be9face1574f074f773fa5c27a43c53a1facb8a:decision:v1	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001-adjudication-v1:item:b022afc748219acf7d9494c61be9face1574f074f773fa5c27a43c53a1facb8a	orcs-2.0.18-batch-001:review-comparison:sha256:1a0ac201b3cb9639f25844a9449631738db6da3d3c44618c37f4743ad03acbe5	0136c4f5c5d2e0a7dce2be69ac7c13909d648407cf0794fa6b8077b5d68efc17	orcs:2.0.18:full-text-review:screen:1348:v1	a38bd427c1ef95ca46649c7e2dc3a991622fd8cbacff6a3d73bbb4247fff6640	orcs:2.0.18:full-text-review:screen:1348:v2	31672389f6ebc105012853e98f234edf2d0d909d6f33cfa744179d38ddcc5a62	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8		orcs-2.0.18-batch-001	orcs:2.0.18:screen:1348	RNASEH2A																	
orcs-2.0.18-batch-001-adjudication-v1:item:484b9a71e75b2ad242a118bb0aa0ee43903cde173a96b55ea658ffca48bba4db:decision:v1	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001-adjudication-v1:item:484b9a71e75b2ad242a118bb0aa0ee43903cde173a96b55ea658ffca48bba4db	orcs-2.0.18-batch-001:review-comparison:sha256:bda5f42a50fdd71fe100267b940c78a5a039b686b9a96376025b12409470d474	9ccd1107e90bc142e978ffbe3f6a2e9ee09c2f5acd3f34fb169ed88cdc5ee20f	orcs:2.0.18:full-text-review:screen:1348:v1	a38bd427c1ef95ca46649c7e2dc3a991622fd8cbacff6a3d73bbb4247fff6640	orcs:2.0.18:full-text-review:screen:1348:v2	31672389f6ebc105012853e98f234edf2d0d909d6f33cfa744179d38ddcc5a62	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8		orcs-2.0.18-batch-001	orcs:2.0.18:screen:1348	RNASEH2B																	
orcs-2.0.18-batch-001-adjudication-v1:item:f1b3666dd0d4d91dcfc9a1ff254262510468b412f2fc6c0ccf5d893247bb4817:decision:v1	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001-adjudication-v1:item:f1b3666dd0d4d91dcfc9a1ff254262510468b412f2fc6c0ccf5d893247bb4817	orcs-2.0.18-batch-001:review-comparison:sha256:7c5c998ef1efd2563f0c942e8d6ea97dd6f0d630f4e95a496022322c67d81dbb	89980649ce50b557cd4f69b1ad430faa1a23c3458cfec38cec4420ec742e009a	orcs:2.0.18:full-text-review:screen:632:v1	dae6719778c625a6714001ed226ce71dbcca70e0407ca4d757133f225d703dbf	orcs:2.0.18:full-text-review:screen:632:v2	2014437f5e841a7c4476959adaaf6f83b197222ca0ef8f7e4244168684238ae7	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8		orcs-2.0.18-batch-001	orcs:2.0.18:screen:632	RB1																	
orcs-2.0.18-batch-001-adjudication-v1:item:3b7df90172143b68178e63c099b4ff92c73fd023493b26fbfdefe5ef668ebcca:decision:v1	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001-adjudication-v1:item:3b7df90172143b68178e63c099b4ff92c73fd023493b26fbfdefe5ef668ebcca	orcs-2.0.18-batch-001:review-comparison:sha256:7427aa42e393a25193e893fad534b5fd39b335eadf4db414f0aff29af77fb454	4151c94e9cdc71c1cbcd59655a3a0f946a99112cbc45cc2b5e9e7e721459435c	orcs:2.0.18:full-text-review:screen:1291:v1	1593405fdf2d2092ce8633fb6b8db8ce7ea62d1798de8835d7b9cb69a8f3ab5d	orcs:2.0.18:full-text-review:screen:1291:v2	ed32386037610fb301684fa13ac0116045f774dcaef2a0b18c09cec8765dc28e	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8		orcs-2.0.18-batch-001	orcs:2.0.18:screen:1291	SHLD1																	
orcs-2.0.18-batch-001-adjudication-v1:item:d54833eda55042a977af7dbd40bc38287dcc173229e8b955c2e98d761540ee7f:decision:v1	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001-adjudication-v1:item:d54833eda55042a977af7dbd40bc38287dcc173229e8b955c2e98d761540ee7f	orcs-2.0.18-batch-001:review-comparison:sha256:f35f497fb56ab5597e903fb334135342140ddbea559bf23ff36f4caf74dbff1f	db8a3c6d7b54f96781a0c65370b8c1ba94cc6f40e983b522eadab5627ea1d2b0	orcs:2.0.18:full-text-review:screen:1705:v1	a3da3d37e5b08be9f186542f6e1e62f8bfdaafbf304f0573838f945564668414	orcs:2.0.18:full-text-review:screen:1705:v2	2453db8af87e8fa2ca293758a3f9e81cab96a7a5cb30f6bf0bc0c8c4cbb7c4ef	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8		orcs-2.0.18-batch-001	orcs:2.0.18:screen:1705	MSH2																	
orcs-2.0.18-batch-001-adjudication-v1:item:26e777ff3eb607926d1d86d9da8aa1cddc6c75d6a2c9abac3e77be9f1b386f99:decision:v1	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001-adjudication-v1:item:26e777ff3eb607926d1d86d9da8aa1cddc6c75d6a2c9abac3e77be9f1b386f99	orcs-2.0.18-batch-001:review-comparison:sha256:12d14b6e248d520f8d5fe421ce153436b02371d90152c3746b6a145a739b47cb	1e69a7e3b2e0c0377a118605dfc734bc1b68dc9bc4fe973468d2550b01872880	orcs:2.0.18:full-text-review:screen:1110:v1	a6681ab560d573631840e3551af5e807350fbfbd8fd38086e62c3f85cf90d9c8	orcs:2.0.18:full-text-review:screen:1110:v2	5e24dfe8bb0feb36ffc43feb2b3a1ce0c7522dba7205b7655a52bba7562253fa	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8		orcs-2.0.18-batch-001	orcs:2.0.18:screen:1110	ADORA2A																	
orcs-2.0.18-batch-001-adjudication-v1:item:6660fffa18803e46e8d92ab20e1570853054bb915c7eb3cce75b08952d72ed36:decision:v1	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001-adjudication-v1:item:6660fffa18803e46e8d92ab20e1570853054bb915c7eb3cce75b08952d72ed36	orcs-2.0.18-batch-001:review-comparison:sha256:6c63eec41cb2c4f59ed8ef79a83719c983bb3f844f58df40e401a6d0d0260966	867205b3741b7eb2311e0948ac7b1a5f46d55fd8648d0c14a0de83d8409c8f0d	orcs:2.0.18:full-text-review:screen:1110:v1	a6681ab560d573631840e3551af5e807350fbfbd8fd38086e62c3f85cf90d9c8	orcs:2.0.18:full-text-review:screen:1110:v2	5e24dfe8bb0feb36ffc43feb2b3a1ce0c7522dba7205b7655a52bba7562253fa	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8		orcs-2.0.18-batch-001	orcs:2.0.18:screen:1110	FAM105A																	
orcs-2.0.18-batch-001-adjudication-v1:item:4baab6dfc89cb9653096082c0694e73199d9792b80e052d208bbd677c7817f0c:decision:v1	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001-adjudication-v1:item:4baab6dfc89cb9653096082c0694e73199d9792b80e052d208bbd677c7817f0c	orcs-2.0.18-batch-001:review-comparison:sha256:b8a474c3afeda5c75f252a0b8ef5bb70001e9b1df0cfccd6c77ff643280eb672	6be45cc979240d9c310ff649e461135f32449a2f26d4996bf832a3848a633b2f	orcs:2.0.18:full-text-review:screen:2440:v1	bfaf68d0a393f17c2de8f7634d2513b78f5943eb5a0309fcbf2f8fa9b7914c2d	orcs:2.0.18:full-text-review:screen:2440:v2	d73474a34e7c8a3f8ae3c2184a73813b14d3658d218e6aabc172ae462e3be020	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8		orcs-2.0.18-batch-001	orcs:2.0.18:screen:2440	RNASEH2A																	
orcs-2.0.18-batch-001-adjudication-v1:item:2797c35da5fbf8168e429c4065ddc512bd4892678f7e3631d47df9e954215599:decision:v1	orcs-2.0.18-batch-001-adjudication-v1	orcs-2.0.18-batch-001-adjudication-v1:item:2797c35da5fbf8168e429c4065ddc512bd4892678f7e3631d47df9e954215599	orcs-2.0.18-batch-001:review-comparison:sha256:f6747fc4aca3a1a27024e976b829a7f9fb1a584a9b4e5441a7c2f8c3593e29ca	9e66c283c7c501560165767e21416264d58f69f69b95775a31de07ee67aaff21	orcs:2.0.18:full-text-review:screen:2440:v1	bfaf68d0a393f17c2de8f7634d2513b78f5943eb5a0309fcbf2f8fa9b7914c2d	orcs:2.0.18:full-text-review:screen:2440:v2	d73474a34e7c8a3f8ae3c2184a73813b14d3658d218e6aabc172ae462e3be020	4482acfaf1b9670d4e7c5e2dfa65cdf98ce6b24a69995ca7ebe34ff0abed2bf8		orcs-2.0.18-batch-001	orcs:2.0.18:screen:2440	RNASEH2B																	
